"Date","Average USD"
"2020-08-31",207.32
"2020-09-01",207.36
"2020-09-02",207.39
"2020-09-03",207.6
"2020-09-04",207.64
"2020-09-05",207.64
"2020-09-06",220.38
"2020-09-07",222.79
"2020-09-08",223.14
"2020-09-09",224.6
"2020-09-10",225.36
"2020-09-11",232.93
"2020-09-12",242.22
"2020-09-13",253.03
"2020-09-14",275.37
"2020-09-15",300.38
"2020-09-16",301.87
"2020-09-17",312.69
"2020-09-18",319.16
"2020-09-19",324.06
"2020-09-20",336.18
"2020-09-21",338.7
"2020-09-22",348.77
"2020-09-23",354.98
"2020-09-24",398.14
"2020-09-25",421.41
"2020-09-26",436.02
"2020-09-27",457.63
"2020-09-28",535.96
"2020-09-29",567.16
"2020-09-30",578.83
"2020-10-01",587.35
"2020-10-02",594.81
"2020-10-03",617.06
"2020-10-04",625.86
"2020-10-05",635.61
"2020-10-06",639.83
"2020-10-07",650.84
"2020-10-08",658.03
"2020-10-09",663.42
"2020-10-10",666.31
"2020-10-11",671.01
"2020-10-12",676.9
"2020-10-13",679.53
"2020-10-14",681.55
"2020-10-15",686.56
"2020-10-16",690.81
"2020-10-17",693.6
"2020-10-18",694.61
"2020-10-19",695.3
"2020-10-20",696.11
"2020-10-21",697.66
"2020-10-22",700.12
"2020-10-23",701.5
"2020-10-24",703.29
"2020-10-25",705
"2020-10-26",705.97
"2020-10-27",706.06
"2020-10-28",708.74
"2020-10-29",708.97
"2020-10-30",709.56
"2020-10-31",710.46
"2020-11-01",712.24
"2020-11-02",712.31
"2020-11-03",713.9
"2020-11-04",714.11
"2020-11-05",714.31
"2020-11-06",714.42
"2020-11-07",716
"2020-11-08",716
"2020-11-09",716.28
"2020-11-10",716.57
"2020-11-11",716.57
"2020-11-12",718.1
"2020-11-13",728.18
"2020-11-14",729
"2020-11-15",730.02
"2020-11-16",735.4
"2020-11-17",736.89
"2020-11-18",738.63
"2020-11-19",744.14
"2020-11-20",746.67
"2020-11-21",746.82
"2020-11-22",747.11
"2020-11-23",748.87
"2020-11-24",751.55
"2020-11-25",752.18
"2020-11-26",752.72
"2020-11-27",752.86
"2020-11-28",753.31
"2020-11-29",753.45
"2020-11-30",758.84
"2020-12-01",758.84
"2020-12-02",760.19
"2020-12-03",760.74
"2020-12-04",760.74
"2020-12-05",763.3
"2020-12-06",764.91
"2020-12-07",768.02
"2020-12-08",768.02
"2020-12-09",768.02
"2020-12-10",768.02
"2020-12-11",768.56
"2020-12-12",768.46
"2020-12-13",769
"2020-12-14",771.42
"2020-12-15",771.51
"2020-12-16",771.51
"2020-12-17",771.72
"2020-12-18",773.83
"2020-12-19",773.75
"2020-12-20",773.82
"2020-12-21",774.48
"2020-12-22",784.04
"2020-12-23",794.28
"2020-12-24",807.72
"2020-12-25",829.66
"2020-12-26",848.07
"2020-12-27",856.78
"2020-12-28",859.6
"2020-12-29",863.89
"2020-12-30",887.91
"2020-12-31",892.8
"2021-01-01",902.83
"2021-01-02",904.89
"2021-01-03",908.31
"2021-01-04",920.68
"2021-01-05",933.84
"2021-01-06",978.05
"2021-01-07",1000.88
"2021-01-08",1008.95
"2021-01-09",1019.41
"2021-01-10",1053
"2021-01-11",1061.33
"2021-01-12",1074.22
"2021-01-13",1096.68
"2021-01-14",1104.57
"2021-01-15",1109.43
"2021-01-16",1120.43
"2021-01-17",1120.78
"2021-01-18",1151.78
"2021-01-19",1159.48
"2021-01-20",1165.77
"2021-01-21",1172.67
"2021-01-22",1178.94
"2021-01-23",1302.7
"2021-01-24",1351.78
"2021-01-25",1379.61
"2021-01-26",1401.2
"2021-01-27",1468.59
"2021-01-28",1503.73
"2021-01-29",1512.82
"2021-01-30",1541.49
"2021-01-31",1557.87
"2021-02-01",1597.89
"2021-02-02",1688.57
"2021-02-03",1737.76
"2021-02-04",1828.65
"2021-02-05",1891.73
"2021-02-06",1932.15
"2021-02-07",1991.87
"2021-02-08",2104.48
"2021-02-09",2193.53
"2021-02-10",2232.29
"2021-02-11",2388.29
"2021-02-12",2436.64
"2021-02-13",2576.84
"2021-02-14",3024.04
"2021-02-15",3293.78
"2021-02-16",3477.6
"2021-02-17",3932.25
"2021-02-18",4536.46
"2021-02-19",5149.24
"2021-02-20",5517.61
"2021-02-21",6602.71
"2021-02-22",7670.83
"2021-02-23",7982
"2021-02-24",8280.07
"2021-02-25",8440.92
"2021-02-26",8554.6
"2021-02-27",8736.68
"2021-02-28",8913.29
"2021-03-01",9009.96
"2021-03-02",9281.78
"2021-03-03",9483.46
"2021-03-04",9650.29
"2021-03-05",9881.4
"2021-03-06",9943
"2021-03-07",10035.74
"2021-03-08",10172.2
"2021-03-09",10276.28
"2021-03-10",10379.99
"2021-03-11",12280.86
"2021-03-12",12977.65
"2021-03-13",13293.46
"2021-03-14",13642.59
"2021-03-15",13963.12
"2021-03-16",14164.17
"2021-03-17",14425.68
"2021-03-18",14648.66
"2021-03-19",14817.13
"2021-03-20",15023.75
"2021-03-21",15324.68
"2021-03-22",15415.2
"2021-03-23",15616.06
"2021-03-24",15680.6
"2021-03-25",15718.18
"2021-03-26",15762.12
"2021-03-27",15862.19
"2021-03-28",15962.5
"2021-03-29",16071.28
"2021-03-30",16190.33
"2021-03-31",16245.95
"2021-04-01",16317.3
"2021-04-02",16373.88
"2021-04-03",16422.81
"2021-04-04",16464.54
"2021-04-05",16591.05
"2021-04-06",16666.06
"2021-04-07",16726.68
"2021-04-08",17299.39
"2021-04-09",17623.7
"2021-04-10",17796.84
"2021-04-11",18085.03
"2021-04-12",18380.91
"2021-04-13",18748.64
"2021-04-14",18963.43
"2021-04-15",19200.65
"2021-04-16",19383.95
"2021-04-17",19532
"2021-04-18",19684.53
"2021-04-19",19845.5
"2021-04-20",20018.53
"2021-04-21",20156.38
"2021-04-22",20314.32
"2021-04-23",20362.94
"2021-04-24",20449.4
"2021-04-25",20504.35
"2021-04-26",20643.55
"2021-04-27",21001.05
"2021-04-28",21155.24
"2021-04-29",21255.5
"2021-04-30",21390.92
"2021-05-01",21591.6
"2021-05-02",21866.3
"2021-05-03",22717.1
"2021-05-04",23050.43
"2021-05-05",23268.76
"2021-05-06",23426.01
"2021-05-07",23502.97
"2021-05-08",23739.61
"2021-05-09",23898.05
"2021-05-10",24081.99
"2021-05-11",24258.97
"2021-05-12",24425.07
"2021-05-13",24578.83
"2021-05-14",24702.32
"2021-05-15",24771.57
"2021-05-16",24800.23
"2021-05-17",24837.54
"2021-05-18",24974.01
"2021-05-19",25000.03
"2021-05-20",25016.24
"2021-05-21",25046.57
"2021-05-22",25072.54
"2021-05-23",25110.8
"2021-05-24",25224.62
"2021-05-25",25261.71
"2021-05-26",25298.39
"2021-05-27",25321.26
"2021-05-28",25363.99
"2021-05-29",25398.28
"2021-05-30",25445.53
"2021-05-31",25459.72
"2021-06-01",25485.74
"2021-06-02",25499.71
"2021-06-03",25524.51
"2021-06-04",25532.87
"2021-06-05",25534.65
"2021-06-06",25546.87
"2021-06-07",25571.5
"2021-06-08",25605.99
"2021-06-09",25611.13
"2021-06-10",25633.94
"2021-06-11",25668.45
"2021-06-12",25678.68
"2021-06-13",25682.97
"2021-06-14",25692.66
"2021-06-15",25710.4
"2021-06-16",25768.92
"2021-06-17",25801.33
"2021-06-18",25805.36
"2021-06-19",25807.17
"2021-06-20",25814.72
"2021-06-21",25819.21
"2021-06-22",25839.35
"2021-06-23",25851.44
"2021-06-24",25859.56
"2021-06-25",25885.81
"2021-06-26",25908.81
"2021-06-27",25917.55
"2021-06-28",25964.62
"2021-06-29",25913
"2021-06-30",25929.82
"2021-07-01",25940.1
"2021-07-02",25929.14
"2021-07-03",25954.49
"2021-07-04",26044.98
"2021-07-05",26000.03
"2021-07-06",26080.74
"2021-07-07",26080.32
"2021-07-08",26108.84
"2021-07-09",26162.62
"2021-07-10",26220.01
"2021-07-11",26255.89
"2021-07-12",26360.67
"2021-07-13",26540.17
"2021-07-14",26593.63
"2021-07-15",26646.07
"2021-07-16",26704.42
"2021-07-17",26820.23
"2021-07-18",26831.4
"2021-07-19",26899.97
"2021-07-20",26917.93
"2021-07-21",26955.54
"2021-07-22",26994.77
"2021-07-23",27036.92
"2021-07-24",27101.91
"2021-07-25",27136.64
"2021-07-26",27297.71
"2021-07-27",27383.04
"2021-07-28",27447.68
"2021-07-29",27734.47
"2021-07-30",29294.44
"2021-07-31",31186.2
"2021-08-01",32743.72
"2021-08-02",33025.74
"2021-08-03",33702.3
"2021-08-04",34782.69
"2021-08-05",36470.75
"2021-08-06",38741.22
"2021-08-07",39278.65
"2021-08-08",39611.95
"2021-08-09",39886.14
"2021-08-10",40253.73
"2021-08-11",40659.88
"2021-08-12",40951.21
"2021-08-13",41087.16
"2021-08-14",41263.96
"2021-08-15",41415.93
"2021-08-16",41698.32
"2021-08-17",41905.63
"2021-08-18",42071.95
"2021-08-19",42264.06
"2021-08-20",42690.21
"2021-08-21",43054.32
"2021-08-22",43392.66
"2021-08-23",47796.05
"2021-08-24",49610.13
"2021-08-25",50663.37
"2021-08-26",51366.99
"2021-08-27",54302.13
"2021-08-28",61191.91
"2021-08-29",63359.13
"2021-08-30",63948.65
"2021-08-31",64352.5
"2021-09-01",64772.8
"2021-09-02",65162.89
"2021-09-03",65584.98
"2021-09-04",66426.02
"2021-09-05",66649.14
"2021-09-06",66893.52
"2021-09-07",67197.42
"2021-09-08",67291.34
"2021-09-09",67373.57
"2021-09-10",67529.03
"2021-09-11",67991.2
"2021-09-12",68135.55
"2021-09-13",68285.05
"2021-09-14",68372.07
"2021-09-15",68632.37
"2021-09-16",70165.05
"2021-09-17",70292.62
"2021-09-18",70304.6
"2021-09-19",70429.32
"2021-09-20",70568.11
"2021-09-21",70699.26
"2021-09-22",70832.27
"2021-09-23",71146.69
"2021-09-24",71632.6
"2021-09-25",72074.02
"2021-09-26",72236.05
"2021-09-27",72351.64
"2021-09-28",72572.61
"2021-09-29",73012.6
"2021-09-30",73736.87
"2021-10-01",74685.22
"2021-10-02",75053.42
"2021-10-03",75353.43
"2021-10-04",75850.34
"2021-10-05",76194.41
"2021-10-06",76323.19
"2021-10-07",76432.84
"2021-10-08",76614.22
"2021-10-09",76667.25
"2021-10-10",76840.26
"2021-10-11",76942.25
"2021-10-12",77090.19
"2021-10-13",77209.65
"2021-10-14",77354.23
"2021-10-15",77454.73
"2021-10-16",77609.1
"2021-10-17",77885.04
"2021-10-18",77999.39
"2021-10-19",78201.73
"2021-10-20",78486.87
"2021-10-21",78716.66
"2021-10-22",78895.93
"2021-10-23",79264.84
"2021-10-24",79445.7
"2021-10-25",79689.2
"2021-10-26",80002.01
"2021-10-27",80296.4
"2021-10-28",80551.95
"2021-10-29",80915.78
"2021-10-30",81054.61
"2021-10-31",81191.09
"2021-11-01",81362.87
"2021-11-02",81477.38
"2021-11-03",81715.7
"2021-11-04",81874.29
"2021-11-05",81935.65
"2021-11-06",82240.04
"2021-11-07",82472.57
"2021-11-08",82934.97
"2021-11-09",83241.79
"2021-11-10",83546.27
"2021-11-11",83864.69
"2021-11-12",84030.65
"2021-11-13",84238.08
"2021-11-14",84678.34
"2021-11-15",85040.76
"2021-11-16",85280.3
"2021-11-17",85505.92
"2021-11-18",85653.15
"2021-11-19",85752.13
"2021-11-20",85914.56
"2021-11-21",86081.25
"2021-11-22",86272.66
"2021-11-23",86417.91
"2021-11-24",86580.5
"2021-11-25",86795.14
"2021-11-26",86856.03
"2021-11-27",86922.21
"2021-11-28",87001.08
"2021-11-29",87057.74
"2021-11-30",87177.32
"2021-12-01",87379.37
"2021-12-02",87581.52
"2021-12-03",88039.93
"2021-12-04",88199.25
"2021-12-05",88463.56
"2021-12-06",88925.25
"2021-12-07",89066.04
"2021-12-08",89257.26
"2021-12-09",89257.26
